obj_num,name_1,name_2,preset_amt_1,preset_amt_2,preset_amt_3,preset_amt_4,preset_amt_5,preset_amt_6,preset_amt_7,preset_amt_8,preset_amt_9,preset_amt_10,slu_priority,mi_slu_name_1,mi_slu_name_2,mi_slu_name_3,mi_slu_name_4,mi_slu_name_5,mi_slu_name_6,mi_slu_name_7,mi_slu_name_8,mlvl_class_name,prn_def_class_name,class_def_name,maj_grp_name,fam_grp_name,mi_grp_name,cond_grp_mem_name,cond_req_name,cond_allowed_name,nlu_grp,nlu_num,key_num,cost_1,cost_2,cost_3,cost_4,cost_5,cost_6,cost_7,cost_8,cost_9,cost_10
72215,*KENSHA MRLT GLS,KN SH MRL GL,12,,,,,,,,,,,RED WINE GLS,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,,BAR MODS,,,,,,,,,,,,,
72216,*KENSHA MRLT BTL,KN SH MRL BT,42,,,,,,,,,,,RED WINE GLS,"WINE, BOTTLE",,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,WINE GLASS #,,,,,,,,,,,,,,
72220,*PROLET CAB  GLS,PROLT CB GL,12,,,,,,,,,,,RED WINE GLS,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,,BAR MODS,,,,,,,,,,,,,
72221,*PROLET CAB HCF,PROLT CB HC,30,,,,,,,,,,,RED WINE GLS,"WINE, BOTTLE",,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,WINE GLASS #,BAR MODS,,,,,,,,,,,,,
72222,*PROLET CAB CRF,PROLT CB CF,55,,,,,,,,,,,RED WINE GLS,"WINE, BOTTLE",,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,WINE GLASS #,BAR MODS,,,,,,,,,,,,,
72230,*ROXY SYRH GLS,ROXY SYRH GL,12,,,,,,,,,,,RED WINE GLS,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,,BAR MODS,,,,,,,,,,,,,
72231,*ROXY SYRH BTL,ROXY SYRH BT,42,,,,,,,,,,,RED WINE GLS,"WINE, BOTTLE",,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,WINE GLASS #,,,,,,,,,,,,,,
72250,DREAMBT CAB  GLS,DBOAT CB GL,11,,,,,,,,,,,RED WINE GLS,DRINK SPECIALS,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,,BAR MODS,,,,,,,,,,,,,
72251,DREAMBT CAB HCF,DBOAT CB HC,30,,,,,,,,,,,RED WINE GLS,"WINE, BOTTLE",DRINK SPECIALS,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,WINE GLASS #,BAR MODS,,,,,,,,,,,,,
72252,DREAMBT CAB CRF,DBOAT CB CF,65,,,,,,,,,,,RED WINE GLS,"WINE, BOTTLE",DRINK SPECIALS,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,WINE GLASS #,BAR MODS,,,,,,,,,,,,,
72255,HILLCRST PN GLS,HCRST PN GL,11,,,,,,,,,,,RED WINE GLS,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,,BAR MODS,,,,,,,,,,,,,
72256,HILLCRST PN BTL,HCRST PN BT,40,,,,,,,,,,,RED WINE GLS,"WINE, BOTTLE",,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,,,1,,,,,,,,,,,,
72260,LUKE MRLT GLS,LUKE ML GL,11,,,,,,,,,,,RED WINE GLS,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,,BAR MODS,,,,,,,,,,,,,
72261,LUKE MRLT BTL,LUKE ML BT,40,,,,,,,,,,,RED WINE GLS,"WINE, BOTTLE",,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,,,1,,,,,,,,,,,,
72290,*TYEE GL,TYEE GL,9,,,,,,,,,,,DRINK SPECIALS,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,,BAR MODS,,,,,,,,,,,,,
72291,D'ANU GLS,D'ANU GL,11,,,,,,,,,,,DRINK SPECIALS,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,,BAR MODS,,,,,,,,,,,,,
72300, == WINE GL ROSE,,,,,,,,,,,,,,,,,,,,,All Levels,,WINE,WINE,WINE - ROSE,,,,,,,,,,,,,,,,,
72301,*SPIN ROSE GLS,SPIN ROSE GL,10,,,,,,,,,,,WHITE WINE GLS,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - ROSE,All Items,,,BAR MODS,,,,,,,,,,,,,
72302,*SPIN ROSE HCF,SPIN ROSE HC,24,,,,,,,,,,,WHITE WINE GLS,"WINE, BOTTLE",,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - ROSE,All Items,,,BAR MODS,,,,,,,,,,,,,
72303,*SPIN ROSE CRF,SPIN ROSE CF,42,,,,,,,,,,,WHITE WINE GLS,"WINE, BOTTLE",,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - ROSE,All Items,,,BAR MODS,,,,,,,,,,,,,
72310,TERR ROSE PG GLS,TER RS PG GL,11,,,,,,,,,,,WHITE WINE GLS,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - ROSE,All Items,,,BAR MODS,,,,,,,,,,,,,
72311,TERR ROSE PG BTL,TER RS PG BT,40,,,,,,,,,,,WHITE WINE GLS,"WINE, BOTTLE",,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - ROSE,All Items,,,,1,,,,,,,,,,,,
72315,MRY&KND ROSE GLS,M&K ROSE GL,9,,,,,,,,,,,WHITE WINE GLS,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - ROSE,All Items,,,BAR MODS,,,,,,,,,,,,,
72316,MRY&KND ROSE HCF,M&K ROSE HC,26,,,,,,,,,,,WHITE WINE GLS,"WINE, BOTTLE",,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - ROSE,All Items,,,,1,,,,,,,,,,,,
72317,MRY&KND ROSE CRF,M&K ROSE CF,48,,,,,,,,,,,WHITE WINE GLS,"WINE, BOTTLE",,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - ROSE,All Items,,,,1,,,,,,,,,,,,
72400, == WINE GL SPRK,,,,,,,,,,,,,,,,,,,,,All Levels,,WINE,WINE,WINE - SPARKLING,,,,,,,,,,,,,,,,,
72401,FLAMA CAVA GLS,FLAMA CAV GL,10,,,,,,,,,,,WHITE WINE GLS,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - SPARKLING,All Items,,,BAR MODS,,,,,,,,,,,,,
72500,Err:509,,,,,,,,,,,,,,,,,,,,,All Levels,,WINE,WINE,WINE - DESSERT,,,,,,,,,,,,,,,,,
72501,ABACELA PORT GLS,ABA PORT GL,12,,,,,,,,,,,DESSERT DRINKS,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - DESSERT,All Items,,,BAR MODS,,,,,,,,,,,,,
72600, == WINE GL SAKE,,,,,,,,,,,,,,,,,,,,,All Levels,,WINE,WINE,WINE - SAKE,,,,,,,,,,,,,,,,,
72601,MOMO SAKE GLS,MO OG SK  GL,11,,,,,,,,,,,"WINE, SAKE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - SAKE,All Items,,,BAR MODS,,,,,,,,,,,,,
72900, == WINE GL 86,,,,,,,,,,,,,,,,,,,,,All Levels,,WINE,WINE,,,,,,,,,,,,,,,,,,
72902,SCHEID GLASS,SCHEID GLASS,11,,,,,,,,,,,,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - GLASS,All Items,,,BAR MODS,,,,,,,,,,,,,
72903,CH ROSE GL,CH ROSE GL,8,,,,,,,,,,,,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - GLASS,All Items,,,BAR MODS,,,,,,,,,,,,,
72904,AF PN GL,AF PN GL,15,,,,,,,,,,,,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - GLASS,All Items,,,BAR MODS,,,,,,,,,,,,,
72905,LUJON RIESL GL,LUJON RSL GL,9,,,,,,,,,,,,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - GLASS,All Items,,,BAR MODS,,,,,,,,,,,,,
72906,SPINDRIFT ROSE,SPINDRIFT RO,10,,,,,,,,,,,,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - GLASS,All Items,,,BAR MODS,,,,,,,,,,,,,
72907,MOMO PEARL,MOM PEARL GL,10,,,,,,,,,,,,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - GLASS,All Items,,,BAR MODS,,,,,,,,,,,,,
72908,DO NOTHING RED,DO NOTH RED,10,,,,,,,,,,,,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - GLASS,All Items,,,BAR MODS,,,,,,,,,,,,,
72909,TYEE,TYEE,10,,,,,,,,,,,,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - GLASS,All Items,,,BAR MODS,,,,,,,,,,,,,
72910,TERRA REISLING,TERRA RIESLI,10,,,,,,,,,,,,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - GLASS,All Items,,,BAR MODS,,,,,,,,,,,,,
72911,RSTL TEMP,RSTL TEMP,13,,,,,,,,,,,,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - GLASS,All Items,,,BAR MODS,,,,,,,,,,,,,
72913,KRAMER CELEB GL,KRMR CELB GL,11,,,,,,,,,,,,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - GLASS,All Items,,,BAR MODS,,,,,,,,,,,,,
72914,PROSECCO Gl,PROSECCO Gl,12,,,,,,,,,,,,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - GLASS,All Items,,,,,,,,,,,,,,,,
72921,TERR ROSE GL,TERR ROSE GL,11,,,,,,,,,,,,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - GLASS,All Items,,,BAR MODS,,,,,,,,,,,,,
72933,*JSCT CHARD GLS,J SCT CHAR G,10,,,,,,,,,,,,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - GLASS,All Items,,,BAR MODS,,,,,,,,,,,,,
72940,*OR TERRITORY PN,OR TERR GLS,12,,,,,,,,,,,,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - GLASS,All Items,,,BAR MODS,,,,,,,,,,,,,
72950,DRMBOAT CAB  GLS,DREAMBOAT GL,12,,,,,,,,,,,,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - GLASS,All Items,,,,,,,,,,,,,,,,
73000,Err:509,TRIUM ROSE,32,,,,,,,,,,,,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE- BOTTLE,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73001,CORKAGE FEE-WHTE,CORK FEE- W,20,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE - BOTTLE,RETAIL,WINE- BOTTLE,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73002,WINE PAIRING,WINE PAIRING,25,,,,,,,,,,,,,,,,,,,All Levels,CHECK ONLY,WINE,WINE,WINE - GLASS,All Items,,,FOOD MODS,,,,,,,,,,,,,
73037,CORKAGE FEE-RED,CORK FEE- R,20,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE - BOTTLE,RETAIL,WINE- BOTTLE,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73053,MARGARET CHARD,MARGARET CHA,19,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - WHITE,All Items,,,,,,,,,,,,,,,,
73065,ACLOUET LADIES,ALOUETLADIES,68,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - SPARKLING,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73100, == WINE BTL WHI,,,,,,,,,,,,,,,,,,,,,,,WINE,,,,,,,,,,,,,,,,,,,
73105,ABACELA ALBA BTL,ABAC ALB BT,38,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - WHITE,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73110,POCO COL PNB BTL,PO CO PNB BT,47,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - WHITE,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73115,ANTQ DASY PG BTL,ANT DAISY BT,35,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - WHITE,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73120,ROMB CHAR BTL,ROMB CH BT,67,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - WHITE,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73125,AND RCH ROUS BTL,ANDRC ROU BT,36,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - WHITE,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73130,CAPIT CRF SB BTL,CAP CR SB BT,40,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - WHITE,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73135,ZERBA VIOGN BTL,ZERBA VIOGN,39,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - WHITE,All Items,,WINE GLASS #,BAR MODS,,,,,,,,,,,,,
73140,LECOLE SEMIL BTL,LECOLE SEMIL,33,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - WHITE,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73145,TYEE GEWURZ BTL,TYEE GW BT,39,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - WHITE,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73150,SASS GAM ROS BTL,SASS ROS BT,28,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - ROSE,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73155,AND RCH CR SB BT,AND RCH SB B,40,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - WHITE,,,,,1,,,,,,,,,,,,
73160,DANCIN MEL CHAR ,DANC CH BT,40,,,,,,,,,,,,,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - WHITE,,,,,1,,,,,,,,,,,,
73165,COEUR REIS BTL,COUER REIS B,40,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - WHITE,,,,,1,,,,,,,,,,,,
73170,PUDD RV VIOG BTL,PUDD RV VG B,40,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - WHITE,,,,,1,,,,,,,,,,,,
73200, == WINE BTL RED,,,,,,,,,,,,,,,,,,,,,,,WINE,,,,,,,,,,,,,,,,,,,
73203,REYNVAN SYRH BTL,REYVN SYR BT,160,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73205,MONKS GT PN BTL,MONKS PN BT,65,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73210,BETH HTS PN BTL,BETH HTS BT,55,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73215,LUMIN PN BTL,LUM PN BT,74,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73220,ANTQ JUEL PN BTL,JUEL PN BT,59,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73223,ANGEL P SIRH BTL,ANGL PSIR BT,39,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73225,SINE MERL BTL,SINE MRL BT,64,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,WINE GLASS #,BAR MODS,,,,,,,,,,,,,
73235,LECOLE CB SV BTL,LEC CB SV BT,68,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73240,FLORA SP CAB BTL,FLORA CAB BT,85,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73245,PUDD RV SYRH BTL,PD RV SYR BT,58,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,WINE GLASS #,BAR MODS,,,,,,,,,,,,,
73250,CAYUSE CAMP BTL,CAYU CMP BT,180,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73255,ROMB ZIN BTL,ROMB ZIN BT,69,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73256,ANTQ JUEL PN BTL,ANT JUEL PN ,40,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,,,,,1,,,,,,,,,,,,
73260,COR CAB FR BTL,COR CB FR BT,40,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,,,,,1,,,,,,,,,,,,
73270,FIVESTAR CB SV B,5 STAR CBSV ,40,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - RED,,,,,1,,,,,,,,,,,,
73300, == WINE BTL ROS,,,,,,,,,,,,,,,,,,,,,,,WINE,,,,,,,,,,,,,,,,,,,
73301,*D'ANU ROSE BTL,D'ANU ROSE,33,,,,,,,,,,,"WINE, BOTTLE",,,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - ROSE,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73400, == WINE BTL SPA,,,,,,,,,,,,,,,,,,,,,,,WINE,,,,,,,,,,,,,,,,,,,
73401,AN CLOU CHAM BTL,ANDRE CLOUET,85,,,,,,,,,,,"WINE, BOTTLE","WINE, SPARKLING",,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - SPARKLING,All Items,,WINE GLASS #,,,,,,,,,,,,,,
73402,FLAMA CAVA BTL,FLAMA,32,,,,,,,,,,,"WINE, BOTTLE","WINE, SPARKLING",,,,,,,All Levels,CHECK/BAR,WINE,WINE,WINE - SPARKLING,All Items,,WINE GLASS #,,,,,,,,,,,,,,
